PMC,PMCtitle,PMCabstract,Query_Protein,Query_Drug,ProteinNames,DrugNames,FuzzyMatchProtein,FuzzyMatchDrug,ExactMatchProtein,ExactMatchDrug
PMC5288139,Agonistic analogs of growth hormone releasing hormone (GHRH) promote wound healing by stimulating the proliferation and survival of human dermal fibroblasts through ERK and AKT pathways.,"Decreased or impaired proliferation capability of dermal fibroblasts interferes with successful wound healing. Several growth factors tested failed to fully restore the growth of fibroblasts, possibly due to their rapid degradation by proteases. It is therefore critical to find new agents which have stimulatory effects on fibroblasts while being highly resistant to degradation. In such a scenario, the activities of two agonistic analogs of growth hormone releasing hormone (GHRH), MR-409 and MR-502, were evaluated for their impact on proliferation and survival of primary human dermal fibroblasts. In vitro, both analogs significantly stimulated cell growth by more than 50%. Under serum-depletion induced stress, fibroblasts treated with MR-409 or MR-502 demonstrated better survival rates than control. These effects can be inhibited by either PD98059 or wortmannin. Signaling through MEK/ERK1/2 and PI3K/AKT in an IGF-1 receptor-independent manner is required. In vivo, MR-409 promoted wound closure. Animals treated topically with MR-409 healed earlier than controls in a dose-dependent manner. Histologic examination revealed better wound contraction and less fibrosis in treated groups. In conclusion, MR-409 is a potent mitogenic and anti-apoptotic factor for primary human dermal fibroblasts. Its beneficial effects on wound healing make it a promising agent for future development.",P05019,XA,"['IGF1', 'IGF', 'Insulin-like growth factor I', 'IGF-I']",['XA'],[],[],"['IGF1', 'IGF', 'Insulin-like growth factor I', 'IGF-I']",['XA']
PMC3834873,Potent antitumor activity of the novel HSP90 inhibitors AUY922 and HSP990 in neuroendocrine carcinoid cells.,"The heat shock protein (HSP) 90 chaperone machine involved in numerous oncogenic signaling pathways is overexpressed in cancer cells and is currently being evaluated for anticancer therapy. Neuroendocrine tumors (NETs) of the gastroenteropancreatic (GEP) system comprise a heterogeneous group of tumors with increasing incidence and poor prognosis. Here, we report the antiproliferative effects of the HSP90 inhibitors AUY922 and HSP990 in neuroendocrine tumor cells. Treatment of human pancreatic BON1, bronchopulmonary NCI-H727 and midgut carcinoid GOT1 neuroendocrine tumor cells with increasing concentrations of AUY922 and HSP990 dose-dependently suppressed cell viability. Significant effects on neuroendocrine cell viability were observed with inhibitor concentrations as low as 5 nM. Inhibition of cell viability was associated with the induction of apoptosis as demonstrated by an increase in sub-G1 events and PARP cleavage. HSP90 inhibition was associated with decreased neuroendocrine ErbB and IGF-I receptor expression, decreased Erk and Akt phospho-rylation and the induction of HSP70 expression. These findings provide evidence that targeted inhibition of upregulated HSP90 activity could be useful for the treatment of aggressive neuroendocrine tumors resistant to conventional therapy.",P05019,XA,"['IGF', 'IGFI', 'IGF-I']",['XA'],[],[],"['IGF', 'IGFI', 'IGF-I']",['XA']
PMC1852543,Involvement of chloride channels in IGF-I-induced proliferation of porcine arterial smooth muscle cells.,"The existence of Cl- channels in vascular smooth muscle cells (VSMCs) has been increasingly investigated, but the biological functions are not yet clear. Insulin-like growth factor (IGF)-I affects proliferation and migration of VSMCs, and dysregulation of this axis may be involved in atherogenesis and intimal hyperplasia. We examined the effects of Cl- channel blockers on IGF-I-induced proliferation in porcine VSMCs. The siRNA approach was used to support the role of ClC-2, a member of the volume-regulated Cl- channel family, in cell proliferation of VSMCs.",P05019,XA,"['IGF', 'IGF1', 'IGF', 'Insulin-like growth factor I', 'IGF-I']",['XA'],['IGF'],[],"['IGF1', 'IGF', 'Insulin-like growth factor I', 'IGF-I']",['XA']
PMC6434033,ZEB1 protects skeletal muscle from damage and is required for its regeneration.,"The mechanisms linking muscle injury and regeneration are not fully understood. Here we report an unexpected role for ZEB1 regulating inflammatory and repair responses in dystrophic and acutely injured muscles. ZEB1 is upregulated in the undamaged and regenerating myofibers of injured muscles. Compared to wild-type counterparts, Zeb1-deficient injured muscles exhibit enhanced damage that corresponds with a retarded p38-MAPK-dependent transition of their macrophages towards an anti-inflammatory phenotype. Zeb1-deficient injured muscles also display a delayed and poorer regeneration that is accounted by the retarded anti-inflammatory macrophage transition and their intrinsically deficient muscle satellite cells (MuSCs). Macrophages in Zeb1-deficient injured muscles show lower phosphorylation of p38 and its forced activation reverts the enhanced muscle damage and poorer regeneration. MuSCs require ZEB1 to maintain their quiescence, prevent their premature activation following injury, and drive efficient regeneration in dystrophic muscles. These data indicate that ZEB1 protects muscle from damage and is required for its regeneration.",P05019,XA,['IGF'],['XA'],[],[],['IGF'],['XA']
PMC6434033,ZEB1 protects skeletal muscle from damage and is required for its regeneration.,"The mechanisms linking muscle injury and regeneration are not fully understood. Here we report an unexpected role for ZEB1 regulating inflammatory and repair responses in dystrophic and acutely injured muscles. ZEB1 is upregulated in the undamaged and regenerating myofibers of injured muscles. Compared to wild-type counterparts, Zeb1-deficient injured muscles exhibit enhanced damage that corresponds with a retarded p38-MAPK-dependent transition of their macrophages towards an anti-inflammatory phenotype. Zeb1-deficient injured muscles also display a delayed and poorer regeneration that is accounted by the retarded anti-inflammatory macrophage transition and their intrinsically deficient muscle satellite cells (MuSCs). Macrophages in Zeb1-deficient injured muscles show lower phosphorylation of p38 and its forced activation reverts the enhanced muscle damage and poorer regeneration. MuSCs require ZEB1 to maintain their quiescence, prevent their premature activation following injury, and drive efficient regeneration in dystrophic muscles. These data indicate that ZEB1 protects muscle from damage and is required for its regeneration.",P05019,XA,['IGF'],['XA'],[],[],['IGF'],['XA']
PMC4705462,Increased nuclear stiffness via FAK-ERK1/2 signaling is necessary for synthetic mechano-growth factor E peptide-induced tenocyte migration.,"We have previously reported that a synthetic mechano-growth factor (MGF) C-terminal E-domain with 25 amino acids (MGF-C25E) promotes rat tenocyte migration through the FAK-ERK1/2 signaling pathway. However, the role of the nucleus in MGF-C25E-promoted tenocyte migration and the molecular mechanisms involved remain unclear. In this study, we demonstrate that MGF-C25E increases the Young's modulus of tenocytes through the FAK-ERK1/2 signaling pathway. This increase is not accompanied by an obvious change in the expression of Lamin A/C but is accompanied by significant chromatin condensation, indicating that MGF-C25E-induced chromatin condensation may contribute to the increased nuclear stiffness. Moreover, DNA methylation is observed in MGF-C25E-treated tenocytes. Inhibition of DNA methylation suppresses the elevation in chromatin condensation, in nuclear stiffness, and in tenocyte migration induced by MGF-C25E. The inhibition of the focal adhesion kinase (FAK) or extracellular signal regulated kinase 1/2 (ERK1/2) signals represses MGF-C25E-promoted DNA methylation. It also abolishes chromatin condensation, nuclear stiffness, and cell migration. Taken together, our results suggest that MGF-C25E promotes tenocyte migration by increasing nuclear stiffness via the FAK-ERK1/2 signaling pathway. This provides strong evidence for the role of nuclear mechanics in tenocyte migration and new insight into the molecular mechanisms of MGF-promoted tenocyte migration.",P05019,XA,"['IGF', 'Mechano growth factor', 'Insulin-like growth factor I', 'IGF-I', 'MGF']",['XA'],[],[],"['IGF', 'Mechano growth factor', 'Insulin-like growth factor I', 'IGF-I', 'MGF']",['XA']
PMC11149358,Research on the mechanism of Guanyu Zhixie Granule in intervening gastric ulcers in rats based on network pharmacology and multi-omics.,"Guanyu Zhixie Granule (GYZXG) is a traditional Chinese medicine compound with definite efficacy in intervening in gastric ulcers (GUs). However, the effect mechanisms on GU are still unclear. This study aimed to explore its mechanism against GU based on amalgamated strategies.",P05112,PCA,['IL-4'],['PCA'],[],[],['IL-4'],['PCA']
PMC11149358,Research on the mechanism of Guanyu Zhixie Granule in intervening gastric ulcers in rats based on network pharmacology and multi-omics.,"Guanyu Zhixie Granule (GYZXG) is a traditional Chinese medicine compound with definite efficacy in intervening in gastric ulcers (GUs). However, the effect mechanisms on GU are still unclear. This study aimed to explore its mechanism against GU based on amalgamated strategies.",P05112,PCA,['IL-4'],['PCA'],[],[],['IL-4'],['PCA']
PMC11149358,Research on the mechanism of Guanyu Zhixie Granule in intervening gastric ulcers in rats based on network pharmacology and multi-omics.,"Guanyu Zhixie Granule (GYZXG) is a traditional Chinese medicine compound with definite efficacy in intervening in gastric ulcers (GUs). However, the effect mechanisms on GU are still unclear. This study aimed to explore its mechanism against GU based on amalgamated strategies.",P05112,PCA,['IL-4'],['PCA'],[],[],['IL-4'],['PCA']
PMC11130314,LncRNA TUG1 mediates microglial inflammatory activation by regulating glucose metabolic reprogramming.,"Microglia are natural immune cells in the central nervous system, and the activation of microglia is accompanied by a reprogramming of glucose metabolism. In our study, we investigated the role of long non-coding RNA taurine-upregulated gene 1 (TUG1) in regulating microglial glucose metabolism reprogramming and activation. BV2 cells were treated with Lipopolysaccharides (LPS)/Interferon-γ (IFN-γ) to establish a microglial activation model. The glycolysis inhibitor 2-Deoxy-D-glucose (2-DG) was used as a control. The expression levels of TUG1 mRNA and proinflammatory cytokines such as Interleukin-1β (IL-1β), Interleukin -6, and Tumor Necrosis Factor-α mRNA and anti-inflammatory cytokines such as IL-4, Arginase 1(Arg1), CD206, and Ym1 were detected by RT-qPCR. TUG1 was silenced using TUG1 siRNA and knocked out using CRISPR/Cas9. The mRNA and protein expression levels of key enzymes involved in glucose metabolism, such as Hexokinase2, Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), Lactate dehydrogenase, Glucose 6 phosphate dehydrogenase, and Pyruvate dehydrogenase (PDH), were determined by RT-qPCR and Western blotting. The glycolytic rate of microglial cells was measured using Seahorse. Differential metabolites were determined by metabolomics, and pathway enrichment was performed using these differential metabolites. Our findings revealed that the expression of TUG1 was elevated in proinflammatory-activated microglia and positively correlated with the levels of inflammatory factors. The expression of anti-inflammatory cytokines such as IL-4, Arg1, CD206, and Ym1 were decreased when induced with LPS/IFN-γ. However, this decrease was reversed by the treatment with 2-DG. Silencing of GAPDH led to an increase in the expression of TUG1 and inflammatory factors. TUG1 knockout (TUG1KO) inhibited the expression of glycolytic key enzymes and promoted the expression of oxidative phosphorylation key enzymes, shifting the metabolic profile of activated microglia from glycolysis to oxidative phosphorylation. Additionally, TUG1KO reduced the accumulation of metabolites, facilitating the restoration of the tricarboxylic acid cycle and enhancing oxidative phosphorylation in microglia. Furthermore, the downregulation of TUG1 was found to reduce the expression of both proinflammatory and anti-inflammatory cytokines under normal conditions. Interestingly, when induced with LPS/IFN-γ, TUG1 downregulation showed a potentially beneficial effect on microglia in terms of inflammation. Downregulation of TUG1 expression inhibits glycolysis and facilitates the shift of microglial glucose metabolism from glycolysis to oxidative phosphorylation, promoting their transformation towards an anti-inflammatory phenotype and exerting anti-inflammatory effects in BV2.",P05112,PCA,['IL-4'],['PCA'],[],[],['IL-4'],['PCA']
PMC11083560,JAK/STAT Inhibition Normalizes Lipid Composition in 3D Human Epidermal Equivalents Challenged with Th2 Cytokines.,"Derangement of the epidermal barrier lipids and dysregulated immune responses are key pathogenic features of atopic dermatitis (AD). The Th2-type cytokines interleukin IL-4 and IL-13 play a prominent role in AD by activating the Janus Kinase/Signal Transduction and Activator of Transcription (JAK/STAT) intracellular signaling axis. This study aimed to investigate the role of JAK/STAT in the lipid perturbations induced by Th2 signaling in 3D epidermal equivalents. Tofacitinib, a low-molecular-mass JAK inhibitor, was used to screen for JAK/STAT-mediated deregulation of lipid metabolism. Th2 cytokines decreased the expression of",P05112,PCA,"['Interleukin-4', 'IL-4']",['PCA'],[],[],"['Interleukin-4', 'IL-4']",['PCA']
PMC11130314,LncRNA TUG1 mediates microglial inflammatory activation by regulating glucose metabolic reprogramming.,"Microglia are natural immune cells in the central nervous system, and the activation of microglia is accompanied by a reprogramming of glucose metabolism. In our study, we investigated the role of long non-coding RNA taurine-upregulated gene 1 (TUG1) in regulating microglial glucose metabolism reprogramming and activation. BV2 cells were treated with Lipopolysaccharides (LPS)/Interferon-γ (IFN-γ) to establish a microglial activation model. The glycolysis inhibitor 2-Deoxy-D-glucose (2-DG) was used as a control. The expression levels of TUG1 mRNA and proinflammatory cytokines such as Interleukin-1β (IL-1β), Interleukin -6, and Tumor Necrosis Factor-α mRNA and anti-inflammatory cytokines such as IL-4, Arginase 1(Arg1), CD206, and Ym1 were detected by RT-qPCR. TUG1 was silenced using TUG1 siRNA and knocked out using CRISPR/Cas9. The mRNA and protein expression levels of key enzymes involved in glucose metabolism, such as Hexokinase2, Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), Lactate dehydrogenase, Glucose 6 phosphate dehydrogenase, and Pyruvate dehydrogenase (PDH), were determined by RT-qPCR and Western blotting. The glycolytic rate of microglial cells was measured using Seahorse. Differential metabolites were determined by metabolomics, and pathway enrichment was performed using these differential metabolites. Our findings revealed that the expression of TUG1 was elevated in proinflammatory-activated microglia and positively correlated with the levels of inflammatory factors. The expression of anti-inflammatory cytokines such as IL-4, Arg1, CD206, and Ym1 were decreased when induced with LPS/IFN-γ. However, this decrease was reversed by the treatment with 2-DG. Silencing of GAPDH led to an increase in the expression of TUG1 and inflammatory factors. TUG1 knockout (TUG1KO) inhibited the expression of glycolytic key enzymes and promoted the expression of oxidative phosphorylation key enzymes, shifting the metabolic profile of activated microglia from glycolysis to oxidative phosphorylation. Additionally, TUG1KO reduced the accumulation of metabolites, facilitating the restoration of the tricarboxylic acid cycle and enhancing oxidative phosphorylation in microglia. Furthermore, the downregulation of TUG1 was found to reduce the expression of both proinflammatory and anti-inflammatory cytokines under normal conditions. Interestingly, when induced with LPS/IFN-γ, TUG1 downregulation showed a potentially beneficial effect on microglia in terms of inflammation. Downregulation of TUG1 expression inhibits glycolysis and facilitates the shift of microglial glucose metabolism from glycolysis to oxidative phosphorylation, promoting their transformation towards an anti-inflammatory phenotype and exerting anti-inflammatory effects in BV2.",P05112,PCA,['IL-4'],['PCA'],[],[],['IL-4'],['PCA']
PMC11130314,LncRNA TUG1 mediates microglial inflammatory activation by regulating glucose metabolic reprogramming.,"Microglia are natural immune cells in the central nervous system, and the activation of microglia is accompanied by a reprogramming of glucose metabolism. In our study, we investigated the role of long non-coding RNA taurine-upregulated gene 1 (TUG1) in regulating microglial glucose metabolism reprogramming and activation. BV2 cells were treated with Lipopolysaccharides (LPS)/Interferon-γ (IFN-γ) to establish a microglial activation model. The glycolysis inhibitor 2-Deoxy-D-glucose (2-DG) was used as a control. The expression levels of TUG1 mRNA and proinflammatory cytokines such as Interleukin-1β (IL-1β), Interleukin -6, and Tumor Necrosis Factor-α mRNA and anti-inflammatory cytokines such as IL-4, Arginase 1(Arg1), CD206, and Ym1 were detected by RT-qPCR. TUG1 was silenced using TUG1 siRNA and knocked out using CRISPR/Cas9. The mRNA and protein expression levels of key enzymes involved in glucose metabolism, such as Hexokinase2, Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), Lactate dehydrogenase, Glucose 6 phosphate dehydrogenase, and Pyruvate dehydrogenase (PDH), were determined by RT-qPCR and Western blotting. The glycolytic rate of microglial cells was measured using Seahorse. Differential metabolites were determined by metabolomics, and pathway enrichment was performed using these differential metabolites. Our findings revealed that the expression of TUG1 was elevated in proinflammatory-activated microglia and positively correlated with the levels of inflammatory factors. The expression of anti-inflammatory cytokines such as IL-4, Arg1, CD206, and Ym1 were decreased when induced with LPS/IFN-γ. However, this decrease was reversed by the treatment with 2-DG. Silencing of GAPDH led to an increase in the expression of TUG1 and inflammatory factors. TUG1 knockout (TUG1KO) inhibited the expression of glycolytic key enzymes and promoted the expression of oxidative phosphorylation key enzymes, shifting the metabolic profile of activated microglia from glycolysis to oxidative phosphorylation. Additionally, TUG1KO reduced the accumulation of metabolites, facilitating the restoration of the tricarboxylic acid cycle and enhancing oxidative phosphorylation in microglia. Furthermore, the downregulation of TUG1 was found to reduce the expression of both proinflammatory and anti-inflammatory cytokines under normal conditions. Interestingly, when induced with LPS/IFN-γ, TUG1 downregulation showed a potentially beneficial effect on microglia in terms of inflammation. Downregulation of TUG1 expression inhibits glycolysis and facilitates the shift of microglial glucose metabolism from glycolysis to oxidative phosphorylation, promoting their transformation towards an anti-inflammatory phenotype and exerting anti-inflammatory effects in BV2.",P05112,PCA,['IL-4'],['PCA'],[],[],['IL-4'],['PCA']
PMC11083560,JAK/STAT Inhibition Normalizes Lipid Composition in 3D Human Epidermal Equivalents Challenged with Th2 Cytokines.,"Derangement of the epidermal barrier lipids and dysregulated immune responses are key pathogenic features of atopic dermatitis (AD). The Th2-type cytokines interleukin IL-4 and IL-13 play a prominent role in AD by activating the Janus Kinase/Signal Transduction and Activator of Transcription (JAK/STAT) intracellular signaling axis. This study aimed to investigate the role of JAK/STAT in the lipid perturbations induced by Th2 signaling in 3D epidermal equivalents. Tofacitinib, a low-molecular-mass JAK inhibitor, was used to screen for JAK/STAT-mediated deregulation of lipid metabolism. Th2 cytokines decreased the expression of",P05112,PCA,"['Interleukin-4', 'IL-4']",['PCA'],[],[],"['Interleukin-4', 'IL-4']",['PCA']
PMC11130314,LncRNA TUG1 mediates microglial inflammatory activation by regulating glucose metabolic reprogramming.,"Microglia are natural immune cells in the central nervous system, and the activation of microglia is accompanied by a reprogramming of glucose metabolism. In our study, we investigated the role of long non-coding RNA taurine-upregulated gene 1 (TUG1) in regulating microglial glucose metabolism reprogramming and activation. BV2 cells were treated with Lipopolysaccharides (LPS)/Interferon-γ (IFN-γ) to establish a microglial activation model. The glycolysis inhibitor 2-Deoxy-D-glucose (2-DG) was used as a control. The expression levels of TUG1 mRNA and proinflammatory cytokines such as Interleukin-1β (IL-1β), Interleukin -6, and Tumor Necrosis Factor-α mRNA and anti-inflammatory cytokines such as IL-4, Arginase 1(Arg1), CD206, and Ym1 were detected by RT-qPCR. TUG1 was silenced using TUG1 siRNA and knocked out using CRISPR/Cas9. The mRNA and protein expression levels of key enzymes involved in glucose metabolism, such as Hexokinase2, Glyceraldehyde-3-phosphate dehydrogenase (GAPDH), Lactate dehydrogenase, Glucose 6 phosphate dehydrogenase, and Pyruvate dehydrogenase (PDH), were determined by RT-qPCR and Western blotting. The glycolytic rate of microglial cells was measured using Seahorse. Differential metabolites were determined by metabolomics, and pathway enrichment was performed using these differential metabolites. Our findings revealed that the expression of TUG1 was elevated in proinflammatory-activated microglia and positively correlated with the levels of inflammatory factors. The expression of anti-inflammatory cytokines such as IL-4, Arg1, CD206, and Ym1 were decreased when induced with LPS/IFN-γ. However, this decrease was reversed by the treatment with 2-DG. Silencing of GAPDH led to an increase in the expression of TUG1 and inflammatory factors. TUG1 knockout (TUG1KO) inhibited the expression of glycolytic key enzymes and promoted the expression of oxidative phosphorylation key enzymes, shifting the metabolic profile of activated microglia from glycolysis to oxidative phosphorylation. Additionally, TUG1KO reduced the accumulation of metabolites, facilitating the restoration of the tricarboxylic acid cycle and enhancing oxidative phosphorylation in microglia. Furthermore, the downregulation of TUG1 was found to reduce the expression of both proinflammatory and anti-inflammatory cytokines under normal conditions. Interestingly, when induced with LPS/IFN-γ, TUG1 downregulation showed a potentially beneficial effect on microglia in terms of inflammation. Downregulation of TUG1 expression inhibits glycolysis and facilitates the shift of microglial glucose metabolism from glycolysis to oxidative phosphorylation, promoting their transformation towards an anti-inflammatory phenotype and exerting anti-inflammatory effects in BV2.",P05112,PCA,['IL-4'],['PCA'],[],[],['IL-4'],['PCA']
PMC11149358,Research on the mechanism of Guanyu Zhixie Granule in intervening gastric ulcers in rats based on network pharmacology and multi-omics.,"Guanyu Zhixie Granule (GYZXG) is a traditional Chinese medicine compound with definite efficacy in intervening in gastric ulcers (GUs). However, the effect mechanisms on GU are still unclear. This study aimed to explore its mechanism against GU based on amalgamated strategies.",P05112,PCA,['IL-4'],['PCA'],[],[],['IL-4'],['PCA']
PMC11149358,Research on the mechanism of Guanyu Zhixie Granule in intervening gastric ulcers in rats based on network pharmacology and multi-omics.,"Guanyu Zhixie Granule (GYZXG) is a traditional Chinese medicine compound with definite efficacy in intervening in gastric ulcers (GUs). However, the effect mechanisms on GU are still unclear. This study aimed to explore its mechanism against GU based on amalgamated strategies.",P05112,PCA,['IL-4'],['PCA'],[],[],['IL-4'],['PCA']
PMC1942012,"Interleukin (IL)-4 and IL-13 up-regulate monocyte chemoattractant protein-1 expression in human bronchial epithelial cells: involvement of p38 mitogen-activated protein kinase, extracellular signal-regulated kinase 1/2 and Janus kinase-2 but not c-Jun NH2-terminal kinase 1/2 signalling pathways.","The Th2 cytokines interleukin (IL)-4 and IL-13 and chemokine monocyte chemoattractant protein-1 (MCP-1) are significantly involved in bronchial hyperreactivity (BHR) and remodelling in allergic asthma. Although IL-4 and IL-13 can regulate a number of chemokines from bronchial epithelium, their regulatory effect on the expression of MCP-1 is as yet unproved. We aim to investigate the intracellular signalling mechanisms of IL-4 and IL-13 regulating the expression and secretion of MCP-1 from human bronchial epithelial cells. BEAS-2B cells, derived from a human bronchial epithelial cell line, were activated with or without IL-4 and/or IL-13 for different time intervals. MCP-1 gene expression and protein secretion were measured by reverse transcription-polymerase chain reaction and enzyme-linked immunosorbent assay, respectively. Activation of signalling molecules p38 mitogen-activated protein kinase (MAPK), extracellular signal-regulated kinase (ERK), c-Jun NH2-terminal kinase (JNK) and Janus kinase-2 (JAK-2) was accessed by Western blotting. IL-4 and IL-13 were found to up-regulate gene expression and significantly increase the release of MCP-1 from BEAS-2B cells. Both cytokines could activate p38 MAPK, ERK and JAK-2, but not JNK activity. Inhibition of p38 MAPK, ERK and JAK-2 activities by pretreating the cells with their corresponding inhibitors SB203580, PD98059 and AG490, respectively, significantly suppressed IL-4- and IL-13-induced MCP-1 production in BEAS-2B cells. Together, the above results illustrate that the activation of p38 MAPK, ERK and JAK-2 but not JNK is crucial for IL-4- and IL-13-induced MCP-1 release in human bronchial epithelial cells. Our findings may provide insight into the future development of more effective therapeutic agents for treating allergic asthma.",P05112,XA,"['Interleukin 4', 'Interleukin-4', 'IL-4']",['XA'],['Interleukin 4'],[],"['Interleukin-4', 'IL-4']",['XA']
PMC1942012,"Interleukin (IL)-4 and IL-13 up-regulate monocyte chemoattractant protein-1 expression in human bronchial epithelial cells: involvement of p38 mitogen-activated protein kinase, extracellular signal-regulated kinase 1/2 and Janus kinase-2 but not c-Jun NH2-terminal kinase 1/2 signalling pathways.","The Th2 cytokines interleukin (IL)-4 and IL-13 and chemokine monocyte chemoattractant protein-1 (MCP-1) are significantly involved in bronchial hyperreactivity (BHR) and remodelling in allergic asthma. Although IL-4 and IL-13 can regulate a number of chemokines from bronchial epithelium, their regulatory effect on the expression of MCP-1 is as yet unproved. We aim to investigate the intracellular signalling mechanisms of IL-4 and IL-13 regulating the expression and secretion of MCP-1 from human bronchial epithelial cells. BEAS-2B cells, derived from a human bronchial epithelial cell line, were activated with or without IL-4 and/or IL-13 for different time intervals. MCP-1 gene expression and protein secretion were measured by reverse transcription-polymerase chain reaction and enzyme-linked immunosorbent assay, respectively. Activation of signalling molecules p38 mitogen-activated protein kinase (MAPK), extracellular signal-regulated kinase (ERK), c-Jun NH2-terminal kinase (JNK) and Janus kinase-2 (JAK-2) was accessed by Western blotting. IL-4 and IL-13 were found to up-regulate gene expression and significantly increase the release of MCP-1 from BEAS-2B cells. Both cytokines could activate p38 MAPK, ERK and JAK-2, but not JNK activity. Inhibition of p38 MAPK, ERK and JAK-2 activities by pretreating the cells with their corresponding inhibitors SB203580, PD98059 and AG490, respectively, significantly suppressed IL-4- and IL-13-induced MCP-1 production in BEAS-2B cells. Together, the above results illustrate that the activation of p38 MAPK, ERK and JAK-2 but not JNK is crucial for IL-4- and IL-13-induced MCP-1 release in human bronchial epithelial cells. Our findings may provide insight into the future development of more effective therapeutic agents for treating allergic asthma.",P05112,XA,"['Interleukin 4', 'Interleukin-4', 'IL-4']",['XA'],['Interleukin 4'],[],"['Interleukin-4', 'IL-4']",['XA']
PMC11153800,Ephedra sinica polysaccharide regulate the anti-inflammatory immunity of intestinal microecology and bacterial metabolites in rheumatoid arthritis.,,P05231,PCA,['IL-6'],['PCA'],[],[],['IL-6'],['PCA']
PMC11153800,Ephedra sinica polysaccharide regulate the anti-inflammatory immunity of intestinal microecology and bacterial metabolites in rheumatoid arthritis.,,P05231,PCA,['IL-6'],['PCA'],[],[],['IL-6'],['PCA']
PMC7425811,"One-carbon metabolites, B vitamins and associations with systemic inflammation and angiogenesis biomarkers among colorectal cancer patients: results from the ColoCare Study.","B vitamins involved in one-carbon metabolism have been implicated in the development of inflammation- and angiogenesis-related chronic diseases, such as colorectal cancer (CRC). Yet, the role of one-carbon metabolism in inflammation and angiogenesis among CRC patients remains unclear. The objective of this study was to investigate associations of components of one-carbon metabolism with inflammation and angiogenesis biomarkers among newly diagnosed CRC patients (n 238) in the prospective ColoCare Study, Heidelberg. We cross-sectionally analysed associations between twelve B vitamins and one-carbon metabolites and ten inflammation and angiogenesis biomarkers from pre-surgery serum samples using multivariable linear regression models. We further explored associations among novel biomarkers in these pathways with Spearman partial correlation analyses. We hypothesised that pyridoxal-5'-phosphate (PLP) is inversely associated with inflammatory biomarkers. We observed that PLP was inversely associated with C-reactive protein (CRP) (r -0·33, Plinear < 0·0001), serum amyloid A (SAA) (r -0·23, Plinear = 0·003), IL-6 (r -0·39, Plinear < 0·0001), IL-8 (r -0·20, Plinear = 0·02) and TNFα (r -0·12, Plinear = 0·045). Similar findings were observed for 5-methyl-tetrahydrofolate and CRP (r -0·14), SAA (r -0·14) and TNFα (r -0·15) among CRC patients. Folate catabolite acetyl-para-aminobenzoylglutamic acid (pABG) was positively correlated with IL-6 (r 0·27, Plinear < 0·0001), and pABG was positively correlated with IL-8 (r 0·21, Plinear < 0·0001), indicating higher folate utilisation during inflammation. Our data support the hypothesis of inverse associations between PLP and inflammatory biomarkers among CRC patients. A better understanding of the role and inter-relation of PLP and other one-carbon metabolites with inflammatory processes among colorectal carcinogenesis and prognosis could identify targets for future dietary guidance for CRC patients.",P05231,PGA,"['Interleukin-6', 'IL-6']","['para-aminobenzoylglutamic acid', 'para-aminobenzoylglutamic acid']",[],[],"['Interleukin-6', 'IL-6']","['para-aminobenzoylglutamic acid', 'para-aminobenzoylglutamic acid']"
PMC7425811,"One-carbon metabolites, B vitamins and associations with systemic inflammation and angiogenesis biomarkers among colorectal cancer patients: results from the ColoCare Study.","B vitamins involved in one-carbon metabolism have been implicated in the development of inflammation- and angiogenesis-related chronic diseases, such as colorectal cancer (CRC). Yet, the role of one-carbon metabolism in inflammation and angiogenesis among CRC patients remains unclear. The objective of this study was to investigate associations of components of one-carbon metabolism with inflammation and angiogenesis biomarkers among newly diagnosed CRC patients (n 238) in the prospective ColoCare Study, Heidelberg. We cross-sectionally analysed associations between twelve B vitamins and one-carbon metabolites and ten inflammation and angiogenesis biomarkers from pre-surgery serum samples using multivariable linear regression models. We further explored associations among novel biomarkers in these pathways with Spearman partial correlation analyses. We hypothesised that pyridoxal-5'-phosphate (PLP) is inversely associated with inflammatory biomarkers. We observed that PLP was inversely associated with C-reactive protein (CRP) (r -0·33, Plinear < 0·0001), serum amyloid A (SAA) (r -0·23, Plinear = 0·003), IL-6 (r -0·39, Plinear < 0·0001), IL-8 (r -0·20, Plinear = 0·02) and TNFα (r -0·12, Plinear = 0·045). Similar findings were observed for 5-methyl-tetrahydrofolate and CRP (r -0·14), SAA (r -0·14) and TNFα (r -0·15) among CRC patients. Folate catabolite acetyl-para-aminobenzoylglutamic acid (pABG) was positively correlated with IL-6 (r 0·27, Plinear < 0·0001), and pABG was positively correlated with IL-8 (r 0·21, Plinear < 0·0001), indicating higher folate utilisation during inflammation. Our data support the hypothesis of inverse associations between PLP and inflammatory biomarkers among CRC patients. A better understanding of the role and inter-relation of PLP and other one-carbon metabolites with inflammatory processes among colorectal carcinogenesis and prognosis could identify targets for future dietary guidance for CRC patients.",P05231,PGA,"['Interleukin-6', 'IL-6']","['para-aminobenzoylglutamic acid', 'para-aminobenzoylglutamic acid']",[],[],"['Interleukin-6', 'IL-6']","['para-aminobenzoylglutamic acid', 'para-aminobenzoylglutamic acid']"
